cname,cvalue,ctype,cdesc,Deprecated
alluxio.master.metastore.rocks.block.meta.bloom.filter,"Whether or not to use a bloom filter in the Block meta table in RocksDB. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/RocksDB-Bloom-Filter",STRING,,false
alluxio.master.metastore.rocks.block.meta.cache.size,"The capacity in bytes of the RocksDB block metadata table LRU  cache. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/Block-Cache",STRING,,false
alluxio.master.metastore.rocks.block.meta.index,"The index type to be used in the RocksDB block metadata table. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/Index-Block-Format",STRING,,false
alluxio.master.metastore.rocks.checkpoint.compression.type,The compression algorithm that RocksDB uses internally. One of {NO_COMPRESSION SNAPPY_COMPRESSION ZLIB_COMPRESSION BZLIB2_COMPRESSION LZ4_COMPRESSION LZ4HC_COMPRESSION XPRESS_COMPRESSION ZSTD_COMPRESSION DISABLE_COMPRESSION_OPTION},STRING,,false
alluxio.master.metastore.rocks.edge.block.index,"The block index type to be used in the RocksDB inode edge table. If unset, the RocksDB default will be used. See https://rocksdb.org/blog/2018/08/23/data-block-hash-index.html",STRING,,false
alluxio.master.metastore.rocks.edge.bloom.filter,"Whether or not to use a bloom filter in the Inode edge table in RocksDB. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/RocksDB-Bloom-Filter",STRING,,false
alluxio.master.metastore.rocks.edge.cache.size,"The capacity in bytes of the RocksDB Inode edge table LRU cache. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/Block-Cache",STRING,,false
alluxio.master.metastore.rocks.edge.index,"The index type to be used in the RocksDB Inode edge table. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/Index-Block-Format",STRING,,false
alluxio.master.metastore.rocks.inode.block.index,"The block index type to be used in the RocksDB inode table. If unset, the RocksDB default will be used. See https://rocksdb.org/blog/2018/08/23/data-block-hash-index.html",STRING,,false
alluxio.master.metastore.rocks.inode.bloom.filter,"Whether or not to use a bloom filter in the Inode table in RocksDB. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/RocksDB-Bloom-Filter",STRING,,false
alluxio.master.metastore.rocks.inode.cache.size,"The capacity in bytes of the RocksDB Inode table LRU cache. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/Block-Cache",STRING,,false
alluxio.master.metastore.rocks.inode.index,"The index type to be used in the RocksDB Inode table. If unset, the RocksDB default will be used. See https://github.com/facebook/rocksdb/wiki/Index-Block-Format",STRING,,false
alluxio.master.metastore.rocks.parallel.backup,Whether to checkpoint rocksdb in parallel using the number of threads set by alluxio.master.metastore.rocks.parallel.backup.threads.,STRING,,false
alluxio.master.metastore.rocks.parallel.backup.threads,The number of threads used by backing up rocksdb in parallel.,STRING,,false
alluxio.master.metrics.file.size.distribution.buckets,Master metrics file size buckets,UNKOWN,,false
alluxio.master.metrics.heap.enabled,Enable master heap estimate metrics,UNKOWN,,false
alluxio.master.metrics.service.threads,The number of threads in metrics master executor pool for parallel processing metrics submitted by workers or clients and update cluster metrics.,STRING,,false
alluxio.master.metrics.time.series.interval,Interval for which the master records metrics information. This affects the granularity of the metrics graphed in the UI.,STRING,,false
alluxio.master.mount.table.root.alluxio,Alluxio root mount point.,STRING,,false
alluxio.master.mount.table.root.option,Configuration for the UFS of Alluxio root mount point.,STRING,,false
alluxio.master.mount.table.root.readonly,Whether Alluxio root mount point is readonly.,STRING,,false
alluxio.master.mount.table.root.shared,Whether Alluxio root mount point is shared.,STRING,,false
alluxio.master.mount.table.root.ufs,The storage address of the UFS at the Alluxio root mount point.,STRING,,false
alluxio.master.network.flowcontrol.window,The HTTP2 flow control window used by Alluxio master gRPC connections. Larger value will allow more data to be buffered but will use more memory.,STRING,,false
alluxio.master.network.keepalive.time,The amount of time for Alluxio master gRPC server to wait for a response before pinging the client to see if it is still alive.,STRING,,false
alluxio.master.network.keepalive.timeout,The maximum time for Alluxio master gRPC server to wait for a keepalive response before closing the connection.,STRING,,false
alluxio.master.network.max.inbound.message.size,The maximum size of a message that can be sent to the Alluxio master,UNKOWN,,false
alluxio.master.network.permit.keepalive.time,Specify the most aggressive keep-alive time clients are permitted to configure. The server will try to detect clients exceeding this rate and when detected will forcefully close the connection.,STRING,,false
alluxio.master.periodic.block.integrity.check.interval,"The period for the block integrity check, disabled if &lt;= 0.",STRING,,false
alluxio.master.periodic.block.integrity.check.repair,Whether the system should delete orphaned blocks found during the periodic integrity check.,STRING,,false
alluxio.master.persistence.blacklist,"Patterns to blacklist persist, comma separated, string match, no regex. This affects any async persist call (including ASYNC_THROUGH writes and CLI persist) but does not affect CACHE_THROUGH writes. Users may want to specify temporary files in the blacklist to avoid unnecessary I/O and errors. Some examples are `.staging` and `.tmp`.",STRING,,false
alluxio.master.persistence.checker.interval,How often the master checks persistence status for files written using ASYNC_THROUGH,UNKOWN,,false
alluxio.master.persistence.initial.interval,How often the  master persistence checker checks persistence status for files written using ASYNC_THROUGH,UNKOWN,,false
alluxio.master.persistence.max.interval,Max wait interval for master persistence checker persistence status for files written using ASYNC_THROUGH,UNKOWN,,false
alluxio.master.persistence.max.total.wait.time,Total wait time for master persistence checker persistence status for files written using ASYNC_THROUGH,UNKOWN,,false
alluxio.master.persistence.scheduler.interval,How often the master schedules persistence jobs for files written using ASYNC_THROUGH,UNKOWN,,false
alluxio.master.principal,Kerberos principal for Alluxio master.,STRING,,false
alluxio.master.proxy.check.heartbeat.timeout,The master will periodically check the last heartbeat time from all Proxy instances. This key specifies the frequency of the check.,STRING,,false
alluxio.master.proxy.timeout,An Alluxio Proxy instance will maintain heartbeat to the primary Alluxio Master. No heartbeat more than this timeout indicates a lost Proxy.,STRING,,false
alluxio.master.recursive.operation.journal.force.flush.max.entries,"The threshold of the number of completed single operations in a recursive file system operation, e.g. delete file/set file attributes to trigger a force journal flush. Increasing the threshold decreases the possibility to see partial state of a recursive operation on a standby master but increases the memory consumption as alluxio holds more journal entries in memory. This config is only available when alluxio.master.filesystem.merge.inode.journalsis enabled.",STRING,,false
alluxio.master.replication.check.interval,How often the master runs background process to check replication level for files,UNKOWN,,false
alluxio.master.rpc.addresses,"A list of comma-separated host:port RPC addresses where the client should look for masters when using multiple masters without Zookeeper. This property is not used when Zookeeper is enabled, since Zookeeper already stores the master addresses.",STRING,,false
alluxio.master.rpc.executor.core.pool.size,The number of threads to keep in thread pool of master RPC ExecutorService.,STRING,,false
alluxio.master.rpc.executor.fjp.async,"This property is effective when alluxio.master.rpc.executor.type is set to ForkJoinPool. if true, it establishes local first-in-first-out scheduling mode for forked tasks that are never joined. This mode may be more appropriate than default locally stack-based mode in applications in which worker threads only process event-style asynchronous tasks.",STRING,,false
alluxio.master.rpc.executor.fjp.min.runnable,This property is effective when alluxio.master.rpc.executor.type is set to ForkJoinPool. It controls the minimum allowed number of core threads not blocked. A value of 1 ensures liveness. A larger value might improve throughput but might also increase overhead.,STRING,,false
alluxio.master.rpc.executor.fjp.parallelism,This property is effective when alluxio.master.rpc.executor.type is set to ForkJoinPool. It controls the parallelism level (internal queue count) of master RPC ExecutorService.,STRING,,false
alluxio.master.rpc.executor.keepalive,The keep alive time of a thread in master RPC ExecutorServicelast used before this thread is terminated (and replaced if necessary).,STRING,,false
alluxio.master.rpc.executor.max.pool.size,"The maximum number of threads allowed for master RPC ExecutorService. When the maximum is reached, attempts to replace blocked threads fail.",STRING,,false
alluxio.master.rpc.executor.tpe.allow.core.threads.timeout,This property is effective when alluxio.master.rpc.executor.type is set to ThreadPoolExecutor. It controls whether core threads can timeout and terminate when there is no work.,STRING,,false
alluxio.master.rpc.executor.tpe.queue.type,"This property is effective when alluxio.master.rpc.executor.type is set to TPE. It specifies the internal task queue that's used by RPC ExecutorService. Supported values are: LINKED_BLOCKING_QUEUE, LINKED_BLOCKING_QUEUE_WITH_CAP, ARRAY_BLOCKING_QUEUE and SYNCHRONOUS_BLOCKING_QUEUE",STRING,,false
alluxio.master.rpc.executor.type,Type of ExecutorService for Alluxio master gRPC server. Supported values are TPE (for ThreadPoolExecutor) and FJP (for ForkJoinPool).,STRING,,false
alluxio.master.rpc.port,"The port for Alluxio master's RPC service.",STRING,,false
alluxio.master.shell.backup.state.lock.grace.mode,Grace mode helps taking the state-lock exclusively for backup with minimum disruption to existing RPCs. This low-impact locking phase is called grace-cycle. Two modes are supported: TIMEOUT/FORCED.TIMEOUT: Means exclusive locking will timeout if it cannot acquire the lockwith grace-cycle. FORCED: Means the state-lock will be taken forcefully if grace-cycle fails to acquire it. Forced phase might trigger interrupting of existing RPCs if it is enabled.,STRING,,false
alluxio.master.shell.backup.state.lock.sleep.duration,The duration that controls how long the lock waiter sleeps within a single grace-cycle.,STRING,,false
alluxio.master.shell.backup.state.lock.timeout,The max duration for a grace-cycle.,STRING,,false
alluxio.master.shell.backup.state.lock.try.duration,The duration that controls how long the state-lock is tried within a single grace-cycle.,STRING,,false
alluxio.master.standby.heartbeat.interval,The heartbeat interval between Alluxio primary master and standby masters.,STRING,,false
alluxio.master.startup.block.integrity.check.enabled,Whether the system should be checked on startup for orphaned blocks (blocks having no corresponding files but still taking system resource due to various system failures). Orphaned blocks will be deleted during master startup if this property is true. This property is available since 1.7.1,STRING,,false
alluxio.master.state.lock.error.threshold,"Used to trace and debug state lock issues. When a thread recursively acquires the state lock more than threshold, log an error for further debugging.",STRING,,false
alluxio.master.throttle.active.cpu.load.ratio,N/A,UNKOWN,,false
alluxio.master.throttle.active.heap.gc.time,N/A,UNKOWN,,false
alluxio.master.throttle.active.heap.used.ratio,N/A,UNKOWN,,false
alluxio.master.throttle.active.rpc.queue.size,N/A,UNKOWN,,false
alluxio.master.throttle.background.enabled,Whether to throttle the background job,UNKOWN,,false
alluxio.master.throttle.enabled,The throttle service can monitor and throttle the master in case of overloaded,UNKOWN,,false
alluxio.master.throttle.filesystem.op.per.sec,The max filesystem operations can be made per second if throttling is triggered,UNKOWN,,false
alluxio.master.throttle.filesystem.rpc.queue.size.limit,N/A,UNKOWN,,false
alluxio.master.throttle.foreground.enabled,Whether to throttle the foreground job,UNKOWN,,false
alluxio.master.throttle.heartbeat.interval,The heartbeat interval for throttling monitor check,UNKOWN,,false
alluxio.master.throttle.observed.pit.number,The number of indicator PITs used to evaluate the system status.,STRING,,false
alluxio.master.throttle.overloaded.cpu.load.ratio,N/A,UNKOWN,,false
alluxio.master.throttle.overloaded.heap.gc.time,N/A,UNKOWN,,false
alluxio.master.throttle.overloaded.heap.used.ratio,N/A,UNKOWN,,false
alluxio.master.throttle.overloaded.rpc.queue.size,N/A,UNKOWN,,false
alluxio.master.throttle.stressed.cpu.load.ratio,N/A,UNKOWN,,false
alluxio.master.throttle.stressed.heap.gc.time,N/A,UNKOWN,,false
alluxio.master.throttle.stressed.heap.used.ratio,N/A,UNKOWN,,false
alluxio.master.throttle.stressed.rpc.queue.size,N/A,UNKOWN,,false
alluxio.master.tieredstore.global.level0.alias,The name of the highest storage tier in the entire system.,STRING,,false
alluxio.master.tieredstore.global.level1.alias,The name of the second highest storage tier in the entire system.,STRING,,false
alluxio.master.tieredstore.global.level2.alias,The name of the third highest storage tier in the entire system.,STRING,,false
alluxio.master.tieredstore.global.levels,The total number of storage tiers in the system.,STRING,,false
alluxio.master.tieredstore.global.mediumtype,The list of medium types we support in the system.,STRING,,false
alluxio.master.ttl.checker.interval,How often to periodically check and delete/free the files with expired ttl value.,STRING,,false
alluxio.master.ufs.active.sync.event.rate.interval,The time interval we use to estimate incoming event rate,UNKOWN,,false
alluxio.master.ufs.active.sync.interval,Time interval to periodically actively sync UFS,UNKOWN,,false
alluxio.master.ufs.active.sync.max.activities,Max number of changes in a directory to be considered for active syncing,UNKOWN,,false
alluxio.master.ufs.active.sync.max.age,The maximum number of intervals we will wait to find a quiet period before we have to sync the directories,UNKOWN,,false
alluxio.master.ufs.active.sync.poll.batch.size,The number of event batches that should be submitted together to a single thread for processing.,STRING,,false
alluxio.master.ufs.active.sync.poll.timeout,Max time to wait before timing out a polling operation,UNKOWN,,false
alluxio.master.ufs.active.sync.retry.timeout,The max total duration to retry failed active sync operations.A large duration is useful to handle transient failures such as an unresponsive under storage but can lock the inode tree being synced longer.,STRING,,false
alluxio.master.ufs.active.sync.thread.pool.size,Max number of threads used to perform active sync,UNKOWN,,false
alluxio.master.ufs.block.location.cache.capacity,"The capacity of the UFS block locations cache. This cache caches UFS block locations for files that are persisted but not in Alluxio space, so that listing status of these files do not need to repeatedly ask UFS for their block locations. If this is set to 0, the cache will be disabled.",STRING,,false
alluxio.master.ufs.journal.max.catchup.time,The maximum time to wait for ufs journal catching up before listening to Zookeeper state change. This is added to prevent frequently leadership transition during heavy journal replay stage.,STRING,,false
alluxio.master.ufs.path.cache.capacity,"The capacity of the UFS sync path cache. This cache is used to approximate the `ONCE` metadata load behavior (see `alluxio.user.file.metadata.load.type`). Larger caches will consume more memory, but will better approximate the `ONCE` behavior.",STRING,,false
alluxio.master.ufs.path.cache.threads,"The maximum size of the thread pool for asynchronously processing paths for the UFS path cache. Greater number of threads will decrease the amount of staleness in the async cache, but may impact performance. If this is set to 0, the cache will be disabled, and `alluxio.user.file.metadata.load.type=ONCE` will behave like `ALWAYS`.",STRING,,false
alluxio.master.unsafe.direct.persist.object.enabled,"When set to false, writing files using ASYNC_THROUGH or persist CLI with object stores as the UFS will first create temporary objects suffixed by &quot;.alluxio.TIMESTAMP.tmp&quot; in the object store before committed to the final UFS path. When set to true, files will be put to the destination path directly in the object store without staging with a temp suffix. Enabling this optimization by directly persisting files can significantly improve the efficiency writing to object store by making less data copy as rename in object store can be slow, but leaving a short vulnerability window for undefined behavior if a file is written using ASYNC_THROUGH but renamed or removed before the async persist operation completes, while this same file path was reused for other new files in Alluxio.",STRING,,false
alluxio.master.update.check.enabled,Whether to check for update availability.,STRING,,false
alluxio.master.update.check.interval,The interval to check for update availability.,STRING,,false
alluxio.master.web.bind.host,The hostname Alluxio master web UI binds to.,STRING,,false
alluxio.master.web.hostname,The hostname of Alluxio Master web UI.,STRING,,false
alluxio.master.web.in.alluxio.data.page.count,The number of URIs showing in the In-Alluxio Data Web UI page.,STRING,,false
alluxio.master.web.port,The port Alluxio web UI runs on.,STRING,,false
alluxio.master.whitelist,"A comma-separated list of prefixes of the paths which are cacheable, separated by semi-colons. Alluxio will try to cache the cacheable file when it is read for the first time.",STRING,,false
alluxio.master.worker.connect.wait.time,"Alluxio master will wait a period of time after start up for all workers to register, before it starts accepting client requests. This property determines the wait time.",STRING,,false
alluxio.master.worker.info.cache.refresh.time,"The worker information list will be refreshed after being cached for this time period. If the refresh time is too big, operations on the job servers or clients may fail because of the stale worker info. If it is too small, continuously updating worker information may case lock contention in the block master",STRING,,false
alluxio.master.worker.register.lease.count,"The number of workers that can register at the same time. Others will wait and retry until they are granted a RegisterLease. If you observe pressure on the master when many workers start up and register, tune down this parameter.",STRING,,false
alluxio.master.worker.register.lease.enabled,Whether workers request for leases before they register. The RegisterLease is used by the master to control the concurrency of workers that are actively registering.,STRING,,false
alluxio.master.worker.register.lease.respect.jvm.space,"Whether the master checks the availability on the JVM before granting a lease to a worker. If the master determines the JVM does not have enough space to accept a new worker, the RegisterLease will not be granted.",STRING,,false
alluxio.master.worker.register.lease.ttl,The TTL for a RegisterLease granted to the worker. Leases that exceed the TTL will be recycled and granted to other workers.,STRING,,false
alluxio.master.worker.register.stream.response.timeout,"When the worker registers the master with streaming, the worker will be sending messages to the master during the streaming.During an active stream if the master have not heard from the worker for more than this timeout, the worker will be considered hanging and the stream will be closed.",STRING,,false
alluxio.master.worker.timeout,Timeout between master and worker indicating a lost worker.,STRING,,false
alluxio.user.app.id,"The custom id to use for labeling this client's info, such as metrics. If unset, a random long will be used. This value is displayed in the client logs on initialization. Note that using the same app id will cause client info to be aggregated, so different applications must set their own ids or leave this value unset to use a randomly generated id.",STRING,,false
alluxio.user.block.avoid.eviction.policy.reserved.size.bytes,The portion of space reserved in a worker when using the LocalFirstAvoidEvictionPolicy class as block location policy.,STRING,,false
alluxio.user.block.master.client.pool.gc.interval,The interval at which block master client GC checks occur.,STRING,,false
alluxio.user.block.master.client.pool.gc.threshold,A block master client is closed if it has been idle for more than this threshold.,STRING,,false
alluxio.user.block.master.client.pool.size.max,The maximum number of block master clients cached in the block master client pool.,STRING,,false
alluxio.user.block.master.client.pool.size.min,"The minimum number of block master clients cached in the block master client pool. For long running processes, this should be set to zero.",STRING,,false
alluxio.user.block.read.metrics.enabled,Whether detailed block read metrics will be recorded and sink.,STRING,,false
alluxio.user.block.read.retry.max.duration,"This duration controls for how long Alluxio clients should tryreading a single block. If a particular block can't be read within this duration, then the I/O will timeout.",STRING,,false
alluxio.user.block.read.retry.sleep.base,N/A,UNKOWN,,false
alluxio.user.block.read.retry.sleep.max,N/A,UNKOWN,,false
alluxio.user.block.size.bytes.default,Default block size for Alluxio files.,STRING,,false
alluxio.user.block.worker.client.pool.gc.threshold,A block worker client is closed if it has been idle for more than this threshold.,STRING,,false
alluxio.user.block.worker.client.pool.max,The maximum number of block worker clients cached in the block worker client pool.,STRING,,false
alluxio.user.block.write.location.policy.class,"The default location policy for choosing workers for writing a file's blocks.",STRING,,false
alluxio.user.client.cache.async.restore.enabled,"If this is enabled, cache restore state asynchronously.",STRING,,false
alluxio.user.client.cache.async.write.enabled,"If this is enabled, cache data asynchronously.",STRING,,false
alluxio.user.client.cache.async.write.threads,Number of threads to asynchronously cache data.,STRING,,false
alluxio.user.client.cache.dirs,A list of the directories where client-side cache is stored.,STRING,,false
alluxio.user.client.cache.enabled,"If this is enabled, data will be cached on Alluxio client.",STRING,,false
alluxio.user.client.cache.eviction.retries,Max number of eviction retries.,STRING,,false
alluxio.user.client.cache.evictor.class,"The strategy that client uses to evict local cached pages when running out of space. Currently valid options include `alluxio.client.file.cache.evictor.LRUCacheEvictor`,`alluxio.client.file.cache.evictor.LFUCacheEvictor`.",STRING,,false
alluxio.user.client.cache.evictor.lfu.logbase,The log base for client cache LFU evictor bucket index.,STRING,,false
alluxio.user.client.cache.evictor.nondeterministic.enabled,"If this is enabled, the evictor picks uniformly from the worst k elements.Currently only LRU is supported.",STRING,,false
alluxio.user.client.cache.filter.class,The default cache filter caches everything,UNKOWN,,false
alluxio.user.client.cache.filter.config-file,The alluxio cache filter config file,UNKOWN,,false
alluxio.user.client.cache.instream_buffer_size,Size of the reading buffer for tiny read.,STRING,,false
alluxio.user.client.cache.local.store.file.buckets,"The number of file buckets for the local page store of the client-side cache. It is recommended to set this to a high value if the number of unique files is expected to be high (# files / file buckets &lt;= 100,000).",STRING,,false
alluxio.user.client.cache.page.size,Size of each page in client-side cache.,STRING,,false
alluxio.user.client.cache.quota.enabled,Whether to support cache quota.,STRING,,false
alluxio.user.client.cache.shadow.bloomfilter.num,The number of bloom filters used for tracking. Each tracks a segment of window,STRING,,false
alluxio.user.client.cache.shadow.cuckoo.clock.bits,"The number of bits of each item's clock field.",STRING,,false
alluxio.user.client.cache.shadow.cuckoo.scope.bits,"The number of bits of each item's scope field.",STRING,,false
alluxio.user.client.cache.shadow.cuckoo.size.bits,"The number of bits of each item's size field.",STRING,,false
alluxio.user.client.cache.shadow.cuckoo.size.encoder.enabled,The flag to enable the size encoder for cuckoo filter.,STRING,,false
alluxio.user.client.cache.shadow.cuckoo.size.prefix.bits,The prefix bits length of the size field.,STRING,,false
alluxio.user.client.cache.shadow.cuckoo.size.suffix.bits,The suffix bits length of the size field.,STRING,,false
alluxio.user.client.cache.shadow.enabled,"If this is enabled, a shadow cache will be created to tracking the working set of a past time window, and measure the hit ratio if the working set fits the cache",UNKOWN,,false
alluxio.user.client.cache.shadow.memory.overhead,The total memory overhead for bloom filters used for tracking,UNKOWN,,false
alluxio.user.client.cache.shadow.type,"The type of shadow cache to be used. Valid options are `MULTIPLE_BLOOM_FILTER` (which uses a chain of bloom filters), `CLOCK_CUCKOO_FILTER` (which uses cuckoo filter with extended field).",STRING,,false
alluxio.user.client.cache.shadow.window,"The past time window for the shadow cache to tracking the working set, and it is in the unit of second",UNKOWN,,false
alluxio.user.client.cache.size,A list of maximum cache size for each cache directory.,STRING,,false
alluxio.user.client.cache.store.overhead,"A fraction value representing the storage overhead writing to disk. For example, with 1GB allocated cache space, and 10% storage overhead we expect no more than 1024MB / (1 + 10%) user data to store.",STRING,,false
alluxio.user.client.cache.store.type,"The type of page store to use for client-side cache. Can be either `LOCAL` or `ROCKS`. The `LOCAL` page store stores all pages in a directory, the `ROCKS` page store utilizes rocksDB to persist the data.",STRING,,false
alluxio.user.client.cache.timeout.duration,"The timeout duration for local cache I/O operations (reading/writing/deleting). When this property is a positive value,local cache operations after timing out will fail and fallback to external file system but transparent to applications; when this property is a negative value, this feature is disabled.",STRING,,false
alluxio.user.client.cache.timeout.threads,"The number of threads to handle cache I/O operation timeout, when alluxio.user.client.cache.timeout.duration is positive.",STRING,,false
alluxio.user.client.cache.ttl.check.interval.seconds,TTL check interval time in seconds.,STRING,,false
alluxio.user.client.cache.ttl.enabled,Whether to support cache quota.,STRING,,false
alluxio.user.client.cache.ttl.threshold.seconds,TTL threshold time in seconds.,STRING,,false
alluxio.user.client.report.version.enabled,Whether the client reports version information to the server.,STRING,,false
alluxio.user.conf.cluster.default.enabled,"When this property is true, an Alluxio client will load the default values of cluster-wide configuration and path-specific configuration set by Alluxio master.",STRING,,false
alluxio.user.conf.sync.interval,The time period of client master heartbeat to update the configuration if necessary from meta master.,STRING,,false
alluxio.user.date.format.pattern,Display formatted date in cli command and web UI by given date format pattern.,STRING,,false
alluxio.user.file.buffer.bytes,The size of the file buffer to use for file system reads/writes.,STRING,,false
alluxio.user.file.copyfromlocal.block.location.policy.class,"The default location policy for choosing workers for writing a file's blocks using copyFromLocal command.",STRING,,false
alluxio.user.file.create.ttl,"Time to live for files created by a user, no ttl by default.",STRING,,false
alluxio.user.file.create.ttl.action,"When file's ttl is expired, the action performs on it. Options: FREE(default), DELETE_ALLUXIO or DELETE",STRING,,false
alluxio.user.file.delete.unchecked,Whether to check if the UFS contents are in sync with Alluxio before attempting to delete persisted directories recursively.,STRING,,false
alluxio.user.file.include.operation.id,Whether to send a unique operation id with designated filesystem operations.,STRING,,false
alluxio.user.file.master.client.pool.gc.interval,The interval at which file system master client GC checks occur.,STRING,,false
alluxio.user.file.master.client.pool.gc.threshold,A fs master client is closed if it has been idle for more than this threshold.,STRING,,false
alluxio.user.file.master.client.pool.size.max,The maximum number of fs master clients cached in the fs master client pool.,STRING,,false
alluxio.user.file.master.client.pool.size.min,"The minimum number of fs master clients cached in the fs master client pool. For long running processes, this should be set to zero.",STRING,,false
alluxio.user.file.metadata.load.type,"The behavior of loading metadata from UFS. When information about a path is requested and the path does not exist in Alluxio, metadata can be loaded from the UFS. Valid options are `ALWAYS`, `NEVER`, and `ONCE`. `ALWAYS` will always access UFS to see if the path exists in the UFS. `NEVER` will never consult the UFS. `ONCE` will access the UFS the &quot;first&quot; time (according to a cache), but not after that. This parameter is ignored if a metadata sync is performed, via the parameter &quot;alluxio.user.file.metadata.sync.interval&quot;",STRING,,false
alluxio.user.file.metadata.sync.interval,"The interval for syncing UFS metadata before invoking an operation on a path. -1 means no sync will occur. 0 means Alluxio will always sync the metadata of the path before an operation. If you specify a time interval, Alluxio will (best effort) not re-sync a path within that time interval. Syncing the metadata for a path must interact with the UFS, so it is an expensive operation. If a sync is performed for an operation, the configuration of &quot;alluxio.user.file.metadata.load.type&quot; will be ignored.",STRING,,false
alluxio.user.file.passive.cache.enabled,Whether to cache files to local Alluxio workers when the files are read from remote workers (not UFS).,STRING,,false
alluxio.user.file.persist.on.rename,Whether or not to asynchronously persist any files which have been renamed. This is helpful when working with compute frameworks which use rename to commit results.,STRING,,false
alluxio.user.file.persistence.initial.wait.time,"Time to wait before starting the persistence job. When the value is set to -1, the file will be persisted by rename operation or persist CLI but will not be automatically persisted in other cases. This is to avoid the heavy object copy in rename operation when alluxio.user.file.writetype.default is set to ASYNC_THROUGH. This value should be smaller than the value of alluxio.master.persistence.max.total.wait.time",STRING,,false
alluxio.user.file.readtype.default,"Default read type when creating Alluxio files. Valid options are `CACHE_PROMOTE` (move data to highest tier if already in Alluxio storage, write data into highest tier of local Alluxio if data needs to be read from under storage), `CACHE` (write data into highest tier of local Alluxio if data needs to be read from under storage), `NO_CACHE` (no data interaction with Alluxio, if the read is from Alluxio data migration or eviction will not occur).",STRING,,false
alluxio.user.file.replication.durable,The target replication level of a file created by ASYNC_THROUGH writesbefore this file is persisted.,STRING,,false
alluxio.user.file.replication.max,The target max replication level of a file in Alluxio space. Setting this property to a negative value means no upper limit.,STRING,,false
alluxio.user.file.replication.min,The target min replication level of a file in Alluxio space.,STRING,,false
alluxio.user.file.reserved.bytes,The size to reserve on workers for file system writes.Using smaller value will improve concurrency for writes smaller than block size.,STRING,,false
alluxio.user.file.sequential.pread.threshold,"An upper bound on the client buffer size for positioned read to hint at the sequential nature of reads. For reads with a buffer size greater than this threshold, the read op is treated to be sequential and the worker may handle the read differently. For instance, cold reads from the HDFS ufs may use a different HDFS client API.",STRING,,false
alluxio.user.file.target.media,"Preferred media type while storing file's blocks.",STRING,,false
alluxio.user.file.ufs.tier.enabled,"When workers run out of available memory, whether the client can skip writing data to Alluxio but fallback to write to UFS without stopping the application. This property only works when the write type is ASYNC_THROUGH.",STRING,,false
alluxio.user.file.waitcompleted.poll,The time interval to poll a file for its completion status when using waitCompleted.,STRING,,false
alluxio.user.file.write.init.max.duration,"Controls how long to retry initialization of a file write, when Alluxio workers are required but not ready.",STRING,,false
alluxio.user.file.write.init.sleep.max,N/A,UNKOWN,,false
alluxio.user.file.write.init.sleep.min,N/A,UNKOWN,,false
alluxio.user.file.write.tier.default,"The default tier for choosing a where to write a block. Valid option is any integer. Non-negative values identify tiers starting from top going down (0 identifies the first tier, 1 identifies the second tier, and so on). If the provided value is greater than the number of tiers, it identifies the last tier. Negative values identify tiers starting from the bottom going up (-1 identifies the last tier, -2 identifies the second to last tier, and so on). If the absolute value of the provided value is greater than the number of tiers, it identifies the first tier.",STRING,,false
alluxio.user.file.writetype.default,"Default write type when creating Alluxio files. Valid options are `MUST_CACHE` (write will only go to Alluxio and must be stored in Alluxio), `CACHE_THROUGH` (try to cache, write to UnderFS synchronously), `THROUGH` (no cache, write to UnderFS synchronously), `ASYNC_THROUGH` (write to cache, write to UnderFS asynchronously, replicated alluxio.user.file.replication.durable times in Alluxio before data is persisted.",STRING,,false
alluxio.user.hdfs.client.exclude.mount.info.on.list.status,"If enabled, the mount info will be excluded from the response when a HDFS client calls alluxio to list status on a directory.",STRING,,false
alluxio.user.hostname,The hostname to use for an Alluxio client.,STRING,,false
alluxio.user.local.reader.chunk.size.bytes,"When a client reads from a local worker, the maximum data chunk size.",STRING,,false
alluxio.user.local.writer.chunk.size.bytes,"When a client writes to a local worker, the maximum data chunk size.",STRING,,false
alluxio.user.logging.threshold,Logging a client RPC when it takes more time than the threshold.,STRING,,false
alluxio.user.master.polling.concurrent,Whether to concurrently polling the master.,STRING,,false
alluxio.user.master.polling.timeout,The maximum time for a rpc client to wait for master to respond.,STRING,,false
alluxio.user.metadata.cache.expiration.time,"Metadata will expire and be evicted after being cached for this time period. If the value is not set, metadata will not be expired and will only be evicted after reaching the alluxio.user.metadata.cache.max.size",STRING,,false
alluxio.user.metadata.cache.max.size,"Maximum number of paths with cached metadata.The cached metadata will be evicted when it expires after alluxio.user.metadata.cache.expiration.time or the cache size is over the limit of alluxio.user.metadata.cache.max.size. Each 1000 entries cost around 2MB memory. Recommend using 20,000 entries are cached with around 40MB memory consumption for FUSE client.",STRING,,false
